headline,date,time,description
MEP warns of reduced role for budget control committee,"November 5, 2008",5:00 pm CET,
EU steps up recovery of misspent funds,"November 5, 2008",5:00 pm CET,
Troubled Viking,"November 5, 2008",5:00 pm CET,
Innovating for economic growth: Reino Paasilinna MEP,"November 5, 2008",5:00 pm CET,
Keeping up investments in times of crisis,"November 5, 2008",5:00 pm CET,
No protectionist shell,"November 5, 2008",5:00 pm CET,
EU recovering more misspent structural funds,"November 5, 2008",7:25 am CET,Large increase in money retrieved is linked to critical audit; auditors’ latest report due next week.
Barroso calls for ‘New Deal’ with US,"November 5, 2008",5:23 am CET,European Commission president welcomes Barack Obama’s election as a turning point.
Spat over VAT persists,"November 4, 2008",12:21 pm CET,Germany remains highly critical over plans to lower VAT for more businesses.
EU urges reform of the IMF,"November 4, 2008",11:33 am CET,Bloc’s finance ministers are united on the need for the need to reform the IMF but not on the degree of regulation needed for financial markets.
EU executive fears shortage of raw materials,"November 4, 2008",9:04 am CET,"As China snaps up African resources, European Commission calls for “raw-materials diplomacy”."
Europe ‘does not need’ revival package,"November 4, 2008",2:10 am CET,Head of the Eurogroup says that EU economies need “targeted and temporary measures”.
EU seeks to boost role in Baltic region,"November 3, 2008",10:49 am CET,European Commission is now soliciting ideas about how the EU can help develop the Baltic Sea region.
EU’s economic outlook is overcast,"November 3, 2008",7:27 am CET,"Recession looms, unemployment and deficits are set to grow and no state can expect to be ready to adopt the euro for two years, EU executive warns."
Financial crisis lowers over EU’s week,"November 2, 2008",5:19 pm CET,"Divisive VAT issues will creep onto an economic agenda otherwise dominated by the financial crisis, with the week culminating in a special EU summit."
"French, Dutch bail-outs given green light","October 31, 2008",5:45 am CET,Seven national rescue packages have now been cleared by the EU executive.
"Swedish, Portuguese bail-outs approved","October 30, 2008",8:28 am CET,EU executive gives green light to efforts to restore stability to their financial markets.
No longer the odd man out?,"October 29, 2008",6:00 pm CET,Gordon Brown has improved his image in Europe.
Why the winner must look overseas,"October 29, 2008",6:00 pm CET,The next US president will have to deal with friends and foes alike to tackle the global financial crisis.
Preserving communities and fish,"October 29, 2008",6:00 pm CET,"No efforts should be spared at the EU, national and regional level, to provide appropriate support to our fishing communities."
Preserving communities and fish,"October 29, 2008",6:00 pm CET,European policymakers must seize the chance to reform the Common Fisheries Policy by taking into account the needs of fishermen and ecological sustainability.
Commission seeks to double available emergency funds,"October 29, 2008",6:00 pm CET,Commission approves €6.5 bn loan to Hungary; flexibility approach to member states’ budgets.
EU loses out in key emerging markets,"October 29, 2008",6:00 pm CET,"More research, better skills and more trade deals recommended."
Hallowe’en treats,"October 29, 2008",6:00 pm CET,"Some seasonal discomfort for cloistered directors-general. Even for the European Commission, the best-laid plans can go awry. This was supposed to be a quiet, low-key week, with …"
EU prepares position for global economic summit,"October 29, 2008",6:00 pm CET,The EU will urge the world’s major economies to reorder the international financial system to improve scrutiny of investment funds and rating agencies. At a crisis summit …
Attacks give impetus to Somali peace talks,"October 29, 2008",6:00 pm CET,Somali crisis deepens; political will for peace at UN-sponsored talks.
Do not put trust in the euro at risk,"October 29, 2008",6:00 pm CET,Helping economies in difficulties should not require putting the euro in trouble.
Europe must deliver and take the lead at Bretton Woods II,"October 29, 2008",6:00 pm CET,"In their calls for a new financial world order, European leaders must also be ready to make compromises."
The global credit crunch arrives in eastern Europe,"October 29, 2008",6:00 pm CET,A new threat to Europe’s financial system is emerging in the east.
Will the Commission fight for a liberal single market?,"October 29, 2008",6:00 pm CET,National government bail-outs are threatening Europe’s single market principles.
Pan-EU financial plan in the pipeline,"October 29, 2008",10:35 am CET,
EU gives financial crutch to Hungary,"October 29, 2008",6:10 am CET,
Euro lifted by the financial storm,"October 28, 2008",9:08 am CET,
German rescue package approved,"October 28, 2008",5:21 am CET,
ECB hints at rate cut,"October 27, 2008",5:15 pm CET,
EU losing out in key new markets,"October 27, 2008",9:10 am CET,
Conservatives win in Lithuania,"October 27, 2008",6:01 am CET,Victory may end seven years of Social Democrat rule.
Finance tops EU-Asia summit,"October 24, 2008",8:33 am CET,China is anxious for statement on the financial crisis; climate change also a key issue.
President of all he surveys,"October 23, 2008",3:01 pm CET,"Flush with success, Sarkozy pushes for a role that promises nothing but fresh fractures, diminishing returns and a weakening of the eurozone’s existing management."
EU-Asia summit to focus on global financial crisis,"October 22, 2008",5:00 pm CET,EU wants India and China to join discussions on overhauling the world’s financial system.
Ashton wins emphatic endorsement from MEPs,"October 22, 2008",5:00 pm CET,MEPs back the new trade commissioner; Ashton wants better co-ordination of trade policy.
Financial unrest makes case for Lisbon stronger,"October 22, 2008",5:00 pm CET,A text revived by a change of context.
The EU is not an island that can ignore the plight of Iceland,"October 22, 2008",5:00 pm CET,EU member states have dented the Union’s  guiding principle of solidarity by not acting collectively to help Iceland.
IKB rescue passes EU test,"October 22, 2008",4:50 am CET,EU executive accepts life-saving steps offered to the first German casualty of the financial crisis.
EU should resist ‘siren call’ of protectionism,"October 21, 2008",7:33 am CET,"Barroso says globalisation must not be rejected, European industry needs “smart support” and Europeans must embrace the ‘knowledge economy’."
"Keynes, not Marx, is back","October 21, 2008",6:00 am CET,A complex crisis agenda and a change in the economic balance of power should give birth to an era of pragmatic policy-making.
Ashton moves smoothly through hearing,"October 20, 2008",12:51 pm CET,UK commissioner puts on an assured performance in the face of European Parliament quizzing.
Ashton awaits hearing,"October 20, 2008",9:41 am CET,UK conservatives question the suitability of the UK’s new European commissioner.
Europe postpones mission to Mars,"October 20, 2008",5:08 am CET,Financial uncertainty prompts two-year delay to the launch of ExoMars rover project.
"EU, US agree to crisis summits","October 20, 2008",5:08 am CET,Difference in French and US perceptions of the appropriate response to the financial crisis are visible at Camp David.
"Sweden, Denmark re-heat case for euro","October 17, 2008",9:09 am CET,"Danish premier uses crisis to renew calls for the euro, and pressure for adoption grows within Sweden’s ruling coalition."
Crisis summit ‘should’ be before Bush leaves office,"October 16, 2008",9:25 am CET,EU presidency argues that international summit on the financial crisis is too serious to leave until the next US president takes office.
EU looks to spur economy,"October 16, 2008",8:45 am CET,France seeks co-ordinated response to economic slowdown but fails to secure backing for support for industry.
The gentle persuader,"October 15, 2008",5:00 pm CET,The trade commissioner prepares to face MEPs.
A puzzling Russian take on the global financial crisis,"October 15, 2008",5:00 pm CET,"Small-scale savers and well-connected tycoons have little to worry about, but others might end up in the morgue."
Mandelson leaves lacking credit,"October 15, 2008",5:00 pm CET,The ‘prince of darkness’ whose principality was not Brussels.
