headline,url,description,date,sentiment,sentiment_score
TradeMalta relaunches Global Growth programme,https://maltabusinessweekly.com/trademalta-relaunches-global-growth-programme/16535/,"Malta’s trade promotion organisation TradeMalta is once again launching its popular Global Growth programme designed for companies with export experience. This programme aims to offer support to exporters with a clear vision of which markets they want to target in the coming year, and how they...",2021-10-21T10:06:17+00:00,positive,0.8748114109039307
"Ambitious EU climate targets not the issue, but who will pay the price? – MBB President",https://maltabusinessweekly.com/ambitious-eu-climate-targets-not-the-issue-but-who-will-pay-the-price-mbb-president/16520/,"With a strong background in EU policy and consultancy, Mizzi took to the helm of the MBB in June, the only Maltese organisation with a permanent presence in Brussels. ""It's our core mission to strengthen the voice of Maltese business at EU level. We have an office in Brussels to be in the middle...",2021-10-21T08:45:56+00:00,neutral,0.5237428545951843
Malta’s attractiveness to foreign investors plummets after grey-listing,https://maltabusinessweekly.com/maltas-attractiveness-to-foreign-investors-plummets-after-grey-listing/16509/,"Malta's attractiveness to foreign investors has plummeted after the country's grey listing by the Financial Action Task Force, a new survey run by Ernst & Young (EY) has revealed. The findings from EY Malta's attractiveness survey - the 17th edition of an annual study conducted among existing...",2021-10-19T12:49:18+00:00,negative,0.9392102360725403
Direct subsidies and state aid should target those most hit by exceptional gas and electricity prices – Sant,https://maltabusinessweekly.com/direct-subsidies-and-state-aid-should-target-those-most-hit-by-exceptional-gas-and-electricity-prices-sant/16478/,"Addressing a debate in the European Parliament about European solutions to the rise of energy prices, the Head of the Maltese S&D Delegation Alfred Sant stated that the immediate response should comprise “government intervention through direct subsidies and other forms of state aid.” The upward...",2021-10-17T08:56:40+00:00,positive,0.6911418437957764
Startup Festival launched,https://maltabusinessweekly.com/startup-festival-launched/16475/,"Malta Enterprise launched the Startup Festival which is taking place between 11 and 13 November 2021 at the Kordin Business Incubation Centre. The Startup Festival is the culmination of Malta Enterprise’s efforts in relation to startups, as it brings together various experts in different...",2021-10-15T13:28:59+00:00,neutral,0.6687057614326477
Transport Malta to be divided into three authorities,https://maltabusinessweekly.com/transport-malta-to-be-divided-into-three-authorities/16452/,"Independent authorities will be set up to manage the aviation, maritime and land sectors, which will replace Transport Malta as we know it today, Infrastructure and Capital Projects Ian Borg said. Addressing a press conference, Borg said that this was deemed necessary even though the Transport...",2021-10-14T12:34:51+00:00,neutral,0.601628303527832
First plant in Malta for the treatment of animal by-products,https://maltabusinessweekly.com/first-plant-in-malta-for-the-treatment-of-animal-by-products/16426/,"Minister for Agriculture, Fisheries, Food and Animal Rights Anton Refalo announced an investment at the Public Abattoir of around one hundred thousand euros. This will be the first plant in Malta for the treatment of animal by-products from the abattoir. The plant at the Public Abattoir in Marsa...",2021-10-13T10:43:54+00:00,neutral,0.7135010957717896
Environment: Government promises woodland that is larger than Buskett,https://maltabusinessweekly.com/environment-government-promises-woodland-that-is-larger-than-buskett/16397/,"The government has committed to an afforestation project in the Inwadar park that extends from Xghajra to Zonqor in Marsascala. This project will see tens of thousands of trees planted. The project will make this a woodland area bigger than Buskett, the government says. This project will take...",2021-10-11T20:01:40+00:00,neutral,0.5477163195610046
Health: Additional facilities to be rented out at Mater Dei Hospital,https://maltabusinessweekly.com/health-additional-facilities-to-be-rented-out-at-mater-dei-hospital/16393/,"Additional facilities will be rented out at Mater Dei Hospital to address the growing demand for acute and elective services in the most efficient and effective way. Despite the challenges Malta faced during the global pandemic, the government remained visibly committed to safeguarding the...",2021-10-11T19:58:31+00:00,positive,0.9077596664428711
Economy: 6.5% real economic growth expected in 2022,https://maltabusinessweekly.com/economy-6-5-real-economic-growth-expected-in-2022/16390/,"Stephen Calleja Malta is expected to recover more quickly from the negative effects of the Covid-19 pandemic. The government is forecasting a real growth of 6.5% and 8.6% in nominal terms in 2022, while the growth is expected to be 4.7% and 4.5% in 2023 and 2024. The growth expected next year is...",2021-10-11T19:55:11+00:00,positive,0.8848785758018494
Arts and lifestyle: New income tax rate of 7.5% for artists,https://maltabusinessweekly.com/arts-and-lifestyle-budget-2022-new-income-tax-rate-of-7-5-for-artists/16386/,"A new income tax rate of 7.5% for artists will be introduced from basis year 2022. For the purpose of artists’ income tax, the government will introduce a mechanism that sets artists’ income over an average of 3 years. The government will be allocating €1 million to create a guarantee scheme for...",2021-10-11T19:51:04+00:00,neutral,0.8298471570014954
"Waste management, Energy and Water: €200 million to be invested in waste management infrastructure",https://maltabusinessweekly.com/waste-management-energy-and-water-e200-million-to-be-invested-in-waste-management-infrastructure/16383/,Giuseppe Attard The government plans to build on the positive results the EcoHive group of projects has achieved given that the year 2021 was the best year in terms of recycling in its 19 years of existence. The waste-to-energy plant which forms part of the EcoHive project will receive the...,2021-10-11T19:35:57+00:00,positive,0.9004849195480347
"Education: Stipends increase by 10%, including those who work 25 hours a week",https://maltabusinessweekly.com/education-stipends-increase-by-10-including-those-who-work-25-hours-a-week/16380/,"Janet Fenech Students across Malta and Gozo will benefit a 10% increase in their stipends. Those students who work up to 25 hours a week, will also benefit from this increase. These two measures will see a total investment of €5 million. The government is set to invest in private sectors that...",2021-10-11T19:31:13+00:00,positive,0.7636648416519165
"Food, Farming and Fishing: National policy on food production to be enacted",https://maltabusinessweekly.com/food-farming-and-fishing-national-policy-on-food-production-to-be-enacted/16400/,"Giuseppe Attard Following on the introduction of the agency responsible for food, the government plans to develop further the national policies for a strong food chain across the island. In order to incentivise the increase of land used for farming and also increase the production of organic...",2021-10-11T19:30:00+00:00,positive,0.8118791580200195
"Planning and property: Tax relief when purchasing older properties, UCA buildings",https://maltabusinessweekly.com/planning-and-property-tax-relief-when-purchasing-older-properties-uca-buildings/16377/,"The government has announced tax relief measures when purchasing certain types of properties. Stamp Duty and Capital Gains tax will be removed on the first €750,000 when selling and purchasing one of the following property types: Those built more than 20 years ago and which have been vacant for...",2021-10-11T19:16:31+00:00,neutral,0.8972588181495667
"Accommodation: 1,200 social apartments nearing completion",https://maltabusinessweekly.com/accommodation-1200-social-apartments-nearing-completion/16374/,"The waiting list for social accommodation has been brought down to fewer than 1,800 persons, while the number of new applications has dropped by more than a half. This has happened after 700 social accommodation apartments were distributed by the Housing Authority. Many families took up their...",2021-10-11T19:05:54+00:00,negative,0.9599757790565491
