headline,date,description,sentiment,sentiment_score
MaltaPost joins forces with 14 corporations to offer support for corporate social responsibility day,2019-04-15 14:48:00,"Fourteen socially-responsible corporations in Malta joined forces to offer voluntary support for the 18th Corporate Social Responsibility (CSR) Day, which is held annuallyon the feast of St Joseph...",positive,0.8260346055030823
US advances whilst Europe watches,2019-04-15 14:18:00,"US markets ended the week higher on Friday with strong earnings from the Bank sector boosting confidence on Wall Street.The Dow Jones Industrial Average advanced 269.25 points, or 1%, to end at...",positive,0.9451484084129333
A strong quarter for luxury giant,2019-04-12 10:48:00,"The Maltese market closed in the green on Thursday, with MSE Equity Total Return Index ending the session 0.461% higher, to 9,375.396 points. Best performer was International Hotel Investments plc,...",positive,0.941327691078186
Policy-makers move markets,2019-04-11 12:35:00,U.S. stocks closed higher Wednesday as the minutes from the Federal Reserve’s March meeting reassured investors that the central bank is in no hurry to resume raising interest rates. The Dow...,positive,0.8778999447822571
Head of Wealth Management appointed at Jesmond Mizzi Financial Advisors,2019-04-11 12:24:00,"Jesmond Mizzi Financial Advisors (JMFA) announces the appointment of Colin Vella as Head of Wealth Management, adding yet another member to its growing management team. Colin Vella has been...",positive,0.5140852928161621
Last-minute Brexit talks,2019-04-10 14:50:00,"The Maltese market closed in the red on Tuesday, with MSE Equity Total Return Index ending the session 0.297% lower, to 9,334.876 points. Best performer was PG plc which gained 1.40% to close at 1.45....",negative,0.9643583297729492
Malta Airport ranks among top airports in Skytrax’s world airport awards,2019-04-10 13:30:00,"Malta International Airport was once again a high-flyer among airports of its size. Landing in Skytrax’s list of top 10 airports worldwide, each hosting between five and 10 million passengers...",positive,0.8525764346122742
MSC Cruises reveals creative process behind Cirque Du Soleil at sea shows aboard MSC Bellissima,2019-04-10 08:10:00,"Cirque du Soleil at Sea is a unique entertainment concept created by MSC Cruises, the world’s largest privately owned cruise line, and Cirque du Soleil, the world leader in live entertainment....",neutral,0.8015519976615906
Mixed markets,2019-04-09 13:59:00,"U.S. stocks finished mostly higher Monday as investors geared up for a new earnings season. The Dow Jones Industrial Average dropped 83.97 points, or 0.3 percent, to 26,341.02, weighed by losses in...",negative,0.9739075899124146
Shireburn appoints Nathan Farrugia as CEO,2019-04-09 10:05:00,"Shireburn Software has announced the appointment of Nathan Farrugia as its new CEO. John de Giorgio, the founder of Shireburn, will take on the role of Chairman and will continue to hold a...",neutral,0.9089802503585815
The GOZO EXPO 2019 - A Platform of business development opportunities and networking,2019-04-08 15:33:00,"The forthcoming Gozo Expo 2019 and the Gozo Business Awards, which are being launched together with the support - and under the auspices - of the Minister for Gozo Dr Justyne Caruana and the Gozo...",positive,0.5755703449249268
BNF Bank fundraises for the Emergency Fire and Rescue Unit,2019-04-05 16:17:00,"The NGO and non-profit volunteer organisation EFRU - the Emergency Fire and Rescue Unit – is off on a fund-raising cycling tour in Sicily, supported by BNF Bank. They will be cycling across a...",neutral,0.7998360991477966
Markets mixed as investors await trade news,2019-04-05 15:45:00,"U.S. markets continued their winning streak on Thursday as investors awaited further news on the potential US-China trade deal. The Dow Jones Industrial Average gained 166.50 points to 26,384.63, led...",positive,0.9398244619369507
Horse riding event for GasanMamo Insurance employees,2019-04-04 12:14:00,"The Social Activity Group at GasanMamo Insurance yet again organised another interesting and successful team building event for the staff. On Sunday, 24th March a good number of employees attended a...",positive,0.834416389465332
Razor-edge dilemmas,2019-04-04 12:14:00,"The more the UK gets near the 12 April deadline for Brexit, the more people in the UK are panicking. Any visitor to London can still see the London we know (and love) - people walking around,...",negative,0.7265956997871399
In your shoes on Employee Appreciation Day,2019-04-04 12:12:00,"For Employee Appreciation Day this year, Atlas Insurance managers spent time 'in the shoes' of their team members, carrying out tasks usually taken care of by their staff. The managers were assigned...",neutral,0.9058688282966614
Discretionary Portfolio Management - A gateway for actively managing your wealth,2019-04-04 12:11:00,"""Imagine delegating the investment process to an expert, leaving yourself free to focus on other things that matter to you."" This was stated by Giovanni Cachia, Discretionary Portfolio Manager at BOV...",neutral,0.9366540312767029
Bank of Valletta and The Marigold Foundation in major collaboration with Caritas Malta,2019-04-04 12:10:00,The male quarters at the San Blas Therapeutic Community Centre in the limits of Zebbug will undergo major refurbishment works with the support of 'The Marigold Foundation - BOV in the...,positive,0.8364554643630981
Mapfre Group celebrates International Women’s Day,2019-04-04 12:06:00,"On 8 March, as part of this year's celebration of International Women's Day, Mapfre Group organised a talk for its employees with the aim to address the importance of work-life balance in one's daily...",neutral,0.745428740978241
Malta Tourism Authority scoops Gold at the UK Travel Marketing Awards,2019-04-04 12:06:00,"The Malta Tourism Authority, through its office in the United Kingdom, recently won the Gold award for the best Strategic PR Campaign at the Travel Marketing Awards, which was held at the Hilton Hotel...",positive,0.9279302358627319
THINKing about home…,2019-04-04 12:05:00,"Albert Einstein, Jane Goodall and Sigmund Freud have all discussed the concept of home. For some, the word brings up notions of the death of our planet, for others it conjures the most fond childhood...",neutral,0.8980716466903687
ifs Malta holds Annual Graduation ceremony,2019-04-04 12:04:00,The Institute of Financial Services Malta recently held its annual graduation ceremony where it celebrated the academic achievements of close to 200 students who successfully completed a course of...,positive,0.8818016052246094
First port of call asset highlighted at Malta BNI’s 6th annual awards,2019-04-04 12:03:00,"In Malta BNI, the country has a first port of call business asset which so far has not been really tapped by visiting foreign entrepreneurs exploring the possibility of setting up their companies in...",neutral,0.740537703037262
13% increase in complaints to MCA,2019-04-04 12:02:00,"During the second half of 2018 the complaints received by the MCA increased by 13% when compared to the first half of 2018. In total the MCA received 132 complaints from subscribers of telephony,...",positive,0.7610116600990295
The co-worker of tomorrow - Why customer service agents need AI and why it needs them.,2019-04-04 12:01:00,"James Bonello   A long time ago, in a Wall Street far, far away, the phone was the stockbroker's lightsaber. Then along came commercialised Internet and the Backstreet Boys, and...",neutral,0.9279175996780396
Monthly Round up Report for March 2019,2019-04-04 11:51:00,"Monthly Round up Report for March 2019   MSE Index posts impressive gains driven by positive results In March, the MSE Equity Total Return Index continued on the previous month's...",positive,0.9535832405090332
UniCredit plans bid for Commerzbank,2019-04-04 10:54:00,"The Maltese market closed in the green on Wednesday, with MSE Equity Total Return Index ending the session 0.192% higher, to 9,428.022 points. Best performer was GO plc adding 2.08% to close at 4.9,...",positive,0.9386674165725708
