headline,date,time,description,sentiment,sentiment_score
Fischer Boel: CAP reform delay is ‘a dead idea’,"March 23, 2009",1:18 pm CET,,negative,0.5276929140090942
Re-directing the EIB’s tide of money,"March 21, 2009",4:42 am CET,,neutral,0.8070340156555176
False alarm over French protectionism,"March 20, 2009",1:03 pm CET,,neutral,0.49468645453453064
EU sends message of reforming intent,"March 20, 2009",12:16 pm CET,"Economic crisis puts international financial institutions, tax havens and supervision of financial markets on EU’s to-do list.",positive,0.605075478553772
New project funds to be spent by 2010,"March 20, 2009",11:33 am CET,Barroso and Czechs are confident EU’s €5 billion stimulus package will be spent over the next two years.,neutral,0.881496787071228
EU adds €105bn to crisis response,"March 20, 2009",9:49 am CET,Leaders agree to enlarge EU and IMF crisis funds and to re-direct funds to major energy projects.,neutral,0.3628837466239929
EU solidarity fund to be doubled,"March 20, 2009",6:47 am CET,EU states agree to increase funds available for struggling economies.,neutral,0.912691593170166
EU to increase IMF funds,"March 19, 2009",6:36 pm CET,EU leaders set to approve extra funding for the IMF and to call for developing countries to have larger role in economic system.,positive,0.9270499348640442
MEPs and member states in bid to strike deal on roaming,"March 19, 2009",6:00 pm CET,Agreement could be reached before summer; lower cap on call rates remains divisive issue,positive,0.8097389340400696
‘No additional economic stimulus measures’,"March 19, 2009",10:17 am CET,EU leaders to hold informal summit in May to discuss plans to support employment.,neutral,0.7150116562843323
‘Positive’ first talks with new US trade representative,"March 19, 2009",9:58 am CET,EU import ban on US beef top of agenda.,positive,0.64912348985672
Economic crisis to dominate EU summit,"March 19, 2009",8:58 am CET,G20 positions and debate about European Commission fund for infrastructure projects are likely to be major issues at EU leaders’ spring summit.,neutral,0.576153576374054
Hell is ‘others’. But what ‘others’?,"March 18, 2009",6:00 pm CET,Most of the divisions allegedly evident in this economic crisis are false. But the crisis is nonetheless a true test of the entire EU project.,neutral,0.680988073348999
Why Europe must be wary of crisis Colbertism,"March 18, 2009",6:00 pm CET,"The recession may underscore the need for industrial activism, but it does not justify under-mining competition rules.",neutral,0.8401615619659424
Blaming the wicked West for the economic crisis,"March 18, 2009",6:00 pm CET,"Eastern Europe has plenty of conspiracy theories, but the truth is more prosaic: markets are usually wrong.",negative,0.7050568461418152
The EU has faded to grey,"March 18, 2009",6:00 pm CET,"The member states are struggling to master the crisis on their own, so they turn to the EU and find lacklustre institutions that are of  little help.",negative,0.5282886028289795
"Past, present and future of the euro","March 18, 2009",6:00 pm CET,A review of three books on the euro that deal with everything from the history of  the monetary union to the challenges  that lie ahead.,neutral,0.9386401176452637
Budget reform is vital for business,"March 18, 2009",6:00 pm CET,"CAP reforms are going into reverse at a time when, more than ever, reform of the EU’s budget is crucial.",neutral,0.8293237686157227
American arrogance ahead of G20 talks,"March 18, 2009",6:00 pm CET,Europe’s position ahead of next month’s summit of major economies may be stronger than that of the US.,neutral,0.8481023907661438
Closing loopholes remains tricky,"March 18, 2009",6:00 pm CET,"Tax havens have made some concessions, but some EU states want more.",negative,0.45747798681259155
MEPs call into question €7.5bn budget carve-up,"March 18, 2009",6:00 pm CET,Decades-old ‘gentlemen’s agreement’ in question as the Parliament turns spotlight on Council of Ministers’ spending.,negative,0.8995487689971924
Germany sets conditions over €5bn EU projects,"March 18, 2009",6:00 pm CET,Proposed time limit could threaten Caspian pipeline and CCS projects.,neutral,0.9046393036842346
Ministers divided over support for dairy farmers,"March 18, 2009",6:00 pm CET,Farmers struggle to cope after milk prices fall; Fischer Boel says structural changes are needed.,negative,0.879340648651123
Protectionism creeps onward,"March 17, 2009",3:47 am CET,This crisis is showing once again that anti-dumping measures are a form of protectionism that is both conveniently discreet and susceptible to abuse.,negative,0.8126659989356995
G20 backs extra funding for IMF,"March 15, 2009",4:18 am CET,Finance ministers agree on handling of toxic assets and pledge to reform financial system.,positive,0.8436041474342346
Investigation into bank rescue plan,"March 13, 2009",12:24 pm CET,European Commission to see if Dexia deal complies with state aid rules,neutral,0.7533613443374634
Increased co-operation to tackle tax evasion,"March 13, 2009",8:44 am CET,Information to be shared with foreign authorities but banking secrecy to be maintained,positive,0.7809618711471558
Brown to address European Parliament,"March 12, 2009",9:56 am CET,,neutral,0.9039312601089478
Clamping down on late payment,"March 11, 2009",6:00 pm CET,,negative,0.760452389717102
Swiss try to weather financial storm,"March 11, 2009",6:00 pm CET,,neutral,0.7603164315223694
Creative accounting,"March 11, 2009",6:00 pm CET,,neutral,0.9210578203201294
When Irish eyes aren’t smiling,"March 11, 2009",6:00 pm CET,,neutral,0.8131138682365417
EU seeks support in push for IMF reforms,"March 11, 2009",6:00 pm CET,,positive,0.768811047077179
Lower VAT on green goods in disarray,"March 11, 2009",6:00 pm CET,Arguments over VAT rates too fractious; Commission says it will reconsider proposal.,negative,0.8340018391609192
Tough tests ahead for Czech leaders,"March 11, 2009",6:00 pm CET,"Agreement sought on €5bn spending plans; call for improved financial regulation,",neutral,0.508426308631897
Taking on the tax havens,"March 11, 2009",6:00 pm CET,Plugging the tax leaks would help the developing world.,neutral,0.902402937412262
Ministers agree on reduced VAT rates for services,"March 10, 2009",1:20 pm CET,Proposal to reduce VAT for environmentally friendly products and services could be shelved.,positive,0.7048991918563843
Use of cocaine increases across Europe,"March 10, 2009",11:09 am CET,But Commission report finds decline in cannabis consumption and frequent heroin users.,positive,0.9315386414527893
Hundreds arrested in Greenpeace demo,"March 10, 2009",10:22 am CET,Activists arrested in Brussels after blocking exits from the Council of Ministers,negative,0.7690374255180359
Eurozone says no to fresh stimulus,"March 9, 2009",11:00 pm CET,Ministers reject US calls for budget injection and would-be members of the eurozone’s calls for easing of criteria.,neutral,0.7610467672348022
EIB warns against lending too much to car industry,"March 9, 2009",11:21 am CET,European Investment Bank president says bank is lending the maximum it can EU carmakers.,neutral,0.8670269250869751
Tax havens demand to be heard,"March 9, 2009",3:00 am CET,"Austria, Luxembourg and Switzerland demand participation in international talks on banking secrecy.",neutral,0.8553193807601929
EU may boost support for unemployed,"March 8, 2009",3:49 am CET,Agreement possible on easing Globalisation Adjustment Fund rules; extension of maternity leave remains a vexed issue.,positive,0.9465823173522949
Why bipartisanship is good politics,"March 7, 2009",1:00 pm CET,Leaders need the benefit of the doubt in crises; bipartisanship helps secure that.,neutral,0.8904493451118469
Commission could suspend airline slot rules,"March 5, 2009",10:30 pm CET,Airlines ask Commission to change rules that could prevent them cutting capacity.,negative,0.5054919719696045
Kuneva in bid to improve cross-border e-shopping,"March 5, 2009",9:24 am CET,‘Mystery shoppers’ to be used to identify problems.,positive,0.8383698463439941
ECB slashes rates to 1.5%,"March 5, 2009",7:38 am CET,Jean Claude Trichet rejects relaxing eurozone criteria and says sticking to the rules is important for stability.,negative,0.9267456531524658
Barroso wants rapid moves to control financial markets,"March 4, 2009",5:00 pm CET,Commission’s president wants de Larosière’s proposals acted upon immediately.,neutral,0.8087306618690491
Filling Musca’s shoes,"March 4, 2009",5:00 pm CET,"Is a palace appointment really to be prized? Xavier Musca, head of the French treasury, has got his reward (or punishment) for being Nicolas Sarkozy’s point man …",neutral,0.8398295640945435
Talks on easing globalisation fund rules,"March 4, 2009",5:00 pm CET,Commission wants funds’ rules to be more flexible; extension of maternity leave also on agenda.,neutral,0.8112982511520386
"A show of unity, but leaders fail to convince","March 4, 2009",5:00 pm CET,Pledges of solidarity and respect of EU rules; Juncker warns of ‘multiplying expectations’,negative,0.457053542137146
A make-or-break moment for Ukraine’s political elite,"March 4, 2009",5:00 pm CET,The moment of truth has arrived for Ukraine’s leaders and the EU’s support is needed.,neutral,0.8293232321739197
Is cash the best form of defence?,"March 4, 2009",5:00 pm CET,NATO’s latest defence figures reveal that Europe’s military spending is too low and does not provide value for money.,neutral,0.9085418581962585
When boom goes bust,"March 4, 2009",5:00 pm CET,The financial crisis has affected the entire planet but this is not the first time the world’s economy has faced major challenges and nor will it be the last.,neutral,0.9066894054412842
More clarity needed over financial reforms,"March 4, 2009",5:00 pm CET,The proposals put forward by the de Larosière group lack ambition.,neutral,0.8304916620254517
The ECB must be given a more central role,"March 4, 2009",5:00 pm CET,The pragmatism of the de Larosière report is well-judged.,neutral,0.8789638876914978
Calming the financial waters,"March 4, 2009",5:00 pm CET,Changes to EU rules on banking are crucial to restoring stability.,neutral,0.6872872114181519
Law reform is the best policy,"March 4, 2009",5:00 pm CET,,neutral,0.8874920010566711
Crisis blame-game targets hedge funds,"March 4, 2009",5:00 pm CET,,neutral,0.822187602519989
